curso_id,curso_nome,modalidade,nivel,url_pagina,fonte_dados,total_disciplinas,total_paginas,disciplinas_lista,texto_intro_secao,ok
ead-mba-em-negocios-e-vendas,MBA em Negócios e Vendas,EAD,pos,https://mg.sumare.edu.br/cursos/pos-graduacao/ead/ead-mba-em-negocios-e-vendas,html,6,1,Estratégia Empresarial - 60hs | Empreendedorismo e Plano de Negócios - 60hs | Gerencia e Estratégias de Negócios em Vendas - 60hs | Comportamento do Consumidor - 60hs | Promoção e Técnicas em Vendas - 60hs | Negociações e Comunicações - 60hs,"As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!",sim
ead-mba-em-operacoes-e-logistica,MBA em Operações e Logística,EAD,pos,https://mg.sumare.edu.br/cursos/pos-graduacao/ead/ead-mba-em-operacoes-e-logistica,html,6,1,Estratégia Empresarial - 60hs | Empreendedorismo e Plano de Negócios - 60hs | Gestão Corporativa: Business Administration - 60hs | Operações Logísticas Integradas - 60hs | Cadeia de Valor e Custos Logísticos - 60hs | Logistica Reversa - 60hs,"As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!",sim
ead-projeto-desenvolvimento-de-sistema,Análise e Projeto de Sistemas,EAD,pos,https://mg.sumare.edu.br/cursos/pos-graduacao/ead/ead-projeto-desenvolvimento-de-sistema,html,6,1,Práticas Avançadas em Gestão - 60hs | Gestão de Projetos - 60hs | Sistemas e Tecnologia da Informação - 60hs | Engenharia de Software - 60hs | Qualidade de Software - 60hs | Modelagem e Desenvolvimento de Banco de Dados - 60hs,"As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!",sim
ead-psicologia-do-trabalho,Psicologia Organizacional e do Trabalho,EAD,pos,https://mg.sumare.edu.br/cursos/pos-graduacao/ead/ead-psicologia-do-trabalho,html,6,1,"Treinamento e Desenvolvimento no Ambiente de Trabalho - 60hs | Diversidade Teórica em Psicologia - 60hs | Contexto do Trabalho e Psicologia Social aplicada as Organizações - 60hs | Saúde e Trabalho - 60hs | Conflito, Cooperação e Comprometimento no Trabalho - 60hs | Comportamento Humano e Organizacional - 60hs","As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!",sim
ead-psicopedagogia-e-psicomotricidade,Psicopedagogia com Ênfase em Psicomotricidade,EAD,pos,https://mg.sumare.edu.br/cursos/pos-graduacao/ead/ead-psicopedagogia-e-psicomotricidade,html,6,1,Processos de Aprendizagem - 60hs | Criatividade e Competências Socioemocionais na Educação - 60hs | Desenvolvimento da Criança e do Adolescente - 60hs | Dificuldades de Aprendizagem - 60hs | Intervenções Psicopedagógicas e Psicomotricidade - 60hs | Desenvolvimento Psicomotor e Movimento - 60hs,"As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!",sim
ead-seguranca-da-informacao,Segurança da Informação,EAD,pos,https://mg.sumare.edu.br/cursos/pos-graduacao/ead/ead-seguranca-da-informacao,html,6,1,Gestão de Projetos - 60hs | Sistemas e Tecnologia da Informação - 60hs | Segurança de Sistemas - 60hs | Infraestrutura de Redes - 60hs | Segurança de Redes sem Fio - 60hs | Segurança de Aplicativos Móveis - 60hs,"As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!",sim
ead-servicos-sistema-de-saude,Serviços e Sistemas de Saúde,EAD,pos,https://mg.sumare.edu.br/cursos/pos-graduacao/ead/ead-servicos-sistema-de-saude,html,6,1,Ética e Legislação na Saúde - 60hs | Administração Geral x Hospitalar - 60hs | Serviços Hospitalares - 60hs | Planejamento Estratégico e Empreendedorismo - 60hs | Humanização Hospitalar - 60hs | Auditoria e Qualidade Hospitalar - 60hs,"As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!",sim
mba-em-controladoria-e-contabilidade-gerencial,MBA em Controladoria e Contabilidade Gerencial,Híbrido,pos,https://mg.sumare.edu.br/cursos/pos-graduacao/hibrido/mba-em-controladoria-e-contabilidade-gerencial,html,6,1,Desenvolvimento Profissional - 60hs | Orçamento Empresarial e Gestão de Finanças Corporativas - 60hs | Planejamento Tributário e Gestão de Passivo Tributário - 60hs | Contabilidade Gerencial e Sistemas de Controle - 60hs | Direito Empresarial Brasileiro - 60hs | Controladoria Estratégica - 60hs,"As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!",sim
mba-em-gerencia-de-projetos-e-processos-organizacionais,MBA em Gerência de Projetos e Processos Organizacionais,Híbrido,pos,https://mg.sumare.edu.br/cursos/pos-graduacao/hibrido/mba-em-gerencia-de-projetos-e-processos-organizacionais,html,6,1,"Ambientes de Projeto Ágil, Interativo, Adaptativo e Híbrido - 60hs | Desenvolvimento Profissional - 60hs | Agile Mindset e Design Thinking - 60hs | Inteligência Competitiva - 60hs | Processos de Gerenciamento e Gerenciamento da Integração - 60hs | Gerenciamento dos Recursos, Custos, Qualidade e Riscos em Projetos - 60hs","As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!",sim
"mba-em-gestao-comercial,-negociacao-e-inteligencia-de-mercado","MBA Gestão Comercial, Negociação e Inteligência de Mercado",Híbrido,pos,"https://mg.sumare.edu.br/cursos/pos-graduacao/hibrido/mba-em-gestao-comercial,-negociacao-e-inteligencia-de-mercado",html,6,1,Desenvolvimento Profissional - 60hs | Agile Mindset e Design Thinking - 60hs | Inteligência Competitiva - 60hs | Desenho e Gestão dos Canais de Vendas - 60hs | Estratégias e Táticas de Negociação - 60hs | Relacionamento e Gestão da Lealdade dos Clientes - 60hs,"As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!",sim
"mba-em-logistica-,-lean-supply-chai-e-gestao-estrategica","MBA em Logística, Lean Supply Chain e Gestão Estratégica de Compras",Híbrido,pos,"https://mg.sumare.edu.br/cursos/pos-graduacao/hibrido/mba-em-logistica-,-lean-supply-chai-e-gestao-estrategica",html,6,1,"Lean Supply Chain - 60hs | Desenvolvimento Profissional - 60hs | Agile Mindset e Design Thinking - 60hs | Inteligência Competitiva - 60hs | Ferramentas Logísticas e Cadeia de Valor - 60hs | Administração, Estratégias e Categorias de Compras: Strategic Sourcing - 60hs","As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!",sim
mba-em-marketing-e-negocios-em-midias-digitais,MBA em Marketing e Negócios em Mídias Digitais,Híbrido,pos,https://mg.sumare.edu.br/cursos/pos-graduacao/hibrido/mba-em-marketing-e-negocios-em-midias-digitais,html,6,1,Desenvolvimento Profissional - 60hs | Agile Mindset e Design Thinking - 60hs | Estratégias e Planejamento de Campanhas em Mídias Digitais - 60hs | Monitoramento e Gestão de Redes Sociais - 60hs | Métricas de controle e avaliação de resultados em Marketing - 60hs | Inteligência Competitiva - 60hs,"As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!",sim
"mba-executivo-em-corporate-finance-,-controller-e-auditoria","MBA Executivo em Corporate Finance, Controller e Auditoria Financeira",Híbrido,pos,"https://mg.sumare.edu.br/cursos/pos-graduacao/hibrido/mba-executivo-em-corporate-finance-,-controller-e-auditoria",html,6,1,"Desenvolvimento Profissional - 60hs | Orçamento Empresarial e Gestão de Finanças Corporativas - 60hs | Planejamento Tributário e Gestão de Passivo Tributário - 60hs | Controller, Controladoria e Business Partner Financeiro - 60hs | Auditoria Contábil - Financeira - 60hs | Direito Empresarial Brasileiro - 60hs","As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!",sim
mba-executivo-em-gestao-de-negocios-e-estrategia-corporativa,MBA Executivo em Gestão de Negócios e Estratégia Corporativa,Híbrido,pos,https://mg.sumare.edu.br/cursos/pos-graduacao/hibrido/mba-executivo-em-gestao-de-negocios-e-estrategia-corporativa,html,6,1,Desenvolvimento Profissional - 60hs | Agile Mindset e Design Thinking - 60hs | Inteligência Competitiva - 60hs | Business Model Generation - 60hs | Integração de Negócios e Corporate Performance Management - 60hs | Business Plan - 60hs,"As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!",sim
pos-graduacao-em-alfabetizacao-e-letramento,Alfabetização e Letramento,Híbrido,pos,https://mg.sumare.edu.br/cursos/pos-graduacao/hibrido/pos-graduacao-em-alfabetizacao-e-letramento,html,6,1,Desenvolvimento Profissional - 60hs | Teorias e Estudos dos Problemas de Aprendizagem - 60hs | Fundamentos Teórico-Metodológicos de Alfabetização e Letramento - 60hs | Teoria Crítica do Curriculo e Propostas no Ensino Formal - 60hs | Didática e materiais didático-pedagógicos - 60hs | Instrumentos para avaliação da aprendizagem - 60hs,"As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!",sim
pos-graduacao-em-business-partner-para-a-gestao-estrategica,Business Partner para a Gestão Estratégica de RH,Híbrido,pos,https://mg.sumare.edu.br/cursos/pos-graduacao/hibrido/pos-graduacao-em-business-partner-para-a-gestao-estrategica,html,6,1,"Desenvolvimento Profissional - 60hs | Criatividade, Inovação e Desenvolvimento do Capital Humano nas Organizações - 60hs | Gestão de Equipes de Alta Performance e Competências Interpessoais - 60hs | Business Partner: novas Competências, atuação e desafios - 60hs | Agile Mindset e Design Thinking - 60hs | Conflito, Cooperação e Comprometimento no Trabalho - 60hs","As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!",sim
pos-graduacao-em-educacao-especial-e-inclusiva,Educação Especial e Inclusiva,Híbrido,pos,https://mg.sumare.edu.br/cursos/pos-graduacao/hibrido/pos-graduacao-em-educacao-especial-e-inclusiva,html,6,1,"Desenvolvimento Profissional - 60hs | Transtornos Globais do Desenvolvimento - 60hs | Diversidade e Inclusão - 60hs | Educação Especial e Inclusiva: Teoria e Prática - 60hs | Deficiência Auditiva e a Lingua Brasileira de Sinais (LIBRAS) - 60hs | Deficiências Intelectual, Visual e Motora - 60hs","As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!",sim
pos-graduacao-em-educacao-para-o-transtorno-do-espectro-autista-TEA,Educação para o Transtorno do Espectro Autista (TEA),Híbrido,pos,https://mg.sumare.edu.br/cursos/pos-graduacao/hibrido/pos-graduacao-em-educacao-para-o-transtorno-do-espectro-autista-TEA,html,6,1,Desenvolvimento Profissional - 60hs | Transtornos Globais do Desenvolvimento - 60hs | Educação Especial e Inclusiva: Teoria e Prática - 60hs | Desafios do Autismo: Inclusão Social e Escolar - 60hs | Deficiência Intelectual x Transtorno do Espectro Autista (TEA) - 60hs | Diversidade e Inclusão - 60hs,"As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!",sim
pos-graduacao-em-educacaodigital-tecnologias-e-metodologias-ativas-para-o-ensino-a-distancia,"Educação Digital, Tecnologias e Metodologias Ativas para o Ensino a Distância",Híbrido,pos,https://mg.sumare.edu.br/cursos/pos-graduacao/hibrido/pos-graduacao-em-educacaodigital-tecnologias-e-metodologias-ativas-para-o-ensino-a-distancia,html,6,1,Desenvolvimento Profissional - 60hs | Didática e materiais didático-pedagógicos - 60hs | Instrumentos para avaliação da aprendizagem - 60hs | Metodologias para Aprendizagem Ativa - 60hs | Ensino Digital e Educação a Distância - 60hs | Tecnologias Digitais na Prática Pedagógica - 60hs,"As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!",sim
pos-graduacao-em-engenharia-da-producao-e-manutencao,Engenharia da Produção e Manutenção,Híbrido,pos,https://mg.sumare.edu.br/cursos/pos-graduacao/hibrido/pos-graduacao-em-engenharia-da-producao-e-manutencao,html,6,1,"Manutenção, Segurança e Meio Ambiente - 60hs | Sistemas de Produção - 60hs | PCM - Planejamento e Controle da Manutenção - 60hs | Lean Supply Chain - 60hs | Ambientes de Projeto Ágil, Interativo, Adaptativo e Híbrido - 60hs | Desenvolvimento Profissional - 60hs","As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!",sim
pos-graduacao-em-engenharia-da-qualidade-lean-six-sigma,Engenharia da Qualidade Lean Six Sigma,Híbrido,pos,https://mg.sumare.edu.br/cursos/pos-graduacao/hibrido/pos-graduacao-em-engenharia-da-qualidade-lean-six-sigma,html,6,1,"Lean Supply Chain - 60hs | Ambientes de Projeto Ágil, Interativo, Adaptativo e Híbrido - 60hs | Desenvolvimento Profissional - 60hs | Sistemas Estratégicos de Qualidade - 60hs | Técnicas e Ferramentas da Qualidade Integrada - 60hs | Métodos Avançados para a Qualidade Total - 60hs","As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!",sim
pos-graduacao-em-engenharia-da-seguranca-do-trabalho,pos graduacao em engenharia da seguranca do trabalho,Híbrido,pos,https://mg.sumare.edu.br/cursos/pos-graduacao/hibrido/pos-graduacao-em-engenharia-da-seguranca-do-trabalho,erro_http,0,0,,,nao
pos-graduacao-em-fiscalizacao-urbana,Fiscalização Urbana,EAD,pos,https://mg.sumare.edu.br/cursos/pos-graduacao/ead/pos-graduacao-em-fiscalizacao-urbana,html,6,1,Gestão de Pessoas - 60hs | Direito Administrativo - 60hs | Gestão de Políticas Públicas - 60hs | Gestão Estratégica - 60hs | Planejamento Urbano - 60hs | Direito Penal e Ética Profissional - 60hs,"As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!",sim
pos-graduacao-em-gestao-estrategica-de-pessoas-lideranca-de-alta-performance-e-coaching,Gestão Estratégica de Pessoas: Liderança de Alta Performance e Coaching,Híbrido,pos,https://mg.sumare.edu.br/cursos/pos-graduacao/hibrido/pos-graduacao-em-gestao-estrategica-de-pessoas-lideranca-de-alta-performance-e-coaching,html,6,1,"Conflito, Cooperação e Comprometimento no Trabalho - 60hs | Desenvolvimento Profissional - 60hs | Aprendizagem, Percepção e Motivação - 60hs | Criatividade, Inovação e Desenvolvimento do Capital Humano nas Organizações - 60hs | Gestão de Equipes de Alta Performance e Competências Interpessoais - 60hs | Coaching de Carreira - Métodos de aplicação prática e simulação corporativa - 60hs","As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!",sim
pos-graduacao-em-gestao-fiscal-e-planejamento-tributario,Gestão Fiscal e Planejamento Tributário,Híbrido,pos,https://mg.sumare.edu.br/cursos/pos-graduacao/hibrido/pos-graduacao-em-gestao-fiscal-e-planejamento-tributario,html,6,1,"Desenvolvimento Profissional - 60hs | Orçamento Empresarial e Gestão de Finanças Corporativas - 60hs | Contabilidade aplicada aos Tributos Federais, Estaduais e Municipais - 60hs | Planejamento Tributário e Gestão de Passivo Tributário - 60hs | Perícia e Auditoria Tributárias - 60hs | Direito Empresarial Brasileiro - 60hs","As disciplinas de cada curso da Sumaré são concebidas pelo NDE (Núcleo Docente Estruturante), que é composto por professores com notório saber, que além da DCN (Diretrizes Curriculares Nacionais) de cada curso, levam em consideração as pautas mais importantes do mercado de trabalho, ou seja, o que você aprende na Sumaré você usa na prática!",sim
